"ID","category","country","description","price","rating","region","title","varietal","vintage"
"118957","Red","Austria","Earthiness, undergrowth and juicy wild strawberries tinged with wet oak leaf dominate the nose and palate of this exemplary wine. It is exquisitely silky and profound on the palate, with fleeting, gossamer tannins. With time, ripe red-cherry notions appear. The finish is complex and nuanced, with lovely earth, spice and fruit sensations.","50",96,"Wagram","Anton Bauer 2012 Reserve Limited Edition Pinot Noir (Wagram)","Pinot Noir","2012"
"118961","Sparkling","France","With its gold color and mature, toasty flavors, this is possibly the greatest Winston Churchill ever. It has weight and richness, with a dense, full and rich texture. It's in perfect balance, bringing together maturity and crisper apple and green plum fruit flavors that are cut with lemon. A mineral edge gives a nervy character that will allow this magnificent wine to age further.","305",98,"Champagne","Pol Roger 2002 Cuvée Sir Winston Churchill Brut  (Champagne)","Champagne Blend","2002"
"118962","Dessert","Australia","So concentrated and aged, this wine's color is nearly black, with a green-gold rim. Pronounced rancio notes reflect the wine's age, while the flavors include notes of candied dates, preserved lemons and hints of damp moss and earth. It's full, smooth and rich, with an intense finish that never ends. This wine should be virtually immortal.","300",98,"Victoria","Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen)","Muscat",NULL
"118963","Dessert","Australia","This wine is dark brown in hue with a greenish-gold tint to its rim, providing clues to its advanced age. The aromas are nutty, with mossy notes of rancio filled out by sweet flavors of dried dates and figs. It's full bodied and unctuous in texture, without being overblown or heavy on the palate. The intense finish lingers forever—or at least until you give in and take another sip.","300",99,"Victoria","Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen)","Muscadelle",NULL
"120595","Red","US","From an estate block planted to a mysterious suitcase clone, this is an insanely memorable and indelible Pinot. High in acidity, it discloses a touch of cedar on the back palate, richly luxurious and just aching for wild Sonoma duck adorned in a cherry reduction sauce. Cherry pit, berry, lavender and violet play on the nose and tongue, infusing the wine with a playfulness balanced by power.","150",97,"California","Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview)","Pinot Noir","2012"
"120596","White","US","Though very pale in the glass, this wine holds no shortage of interest. Honey and roasted marcona almonds consume the nose, and the palate blends bright citrus, lemon curd and cinnamon, all propped up by a perfect, judicious use of oak.","36",95,"California","Talley 2012 Oliver's Proprietor Grown Chardonnay (Edna Valley)","Chardonnay","2012"
"120734","White","US","Sourced from the original 1965 planting, this wine demands your patience and full attention. Displaying a deep straw, slightly tawny hue, it opens with lightly spicy, nuanced threads of mint, hay, olive oil, green banana and almond. It seems almost ephemeral, but with some hours of breathing time it opens into a full-bodied, dense and compelling wine, with the extra dimensions that old vines can provide. Drink now through 2030.","45",95,"Oregon","The Eyrie Vineyards 2012 Original Vines Reserve Chardonnay (Dundee Hills)","Chardonnay","2012"
"120735","Red","US","Dark, concentrated and grippy, this is a sizable Pinot from a cool, coveted vineyard. Juicy blue and blackberry fruit dominate on the nose and palate, surrounded by exotic cedar, clove, oak and toffee, a swipe of vanilla lurking behind the front flavors. The big tannins will appreciate time in the cellar, through 2022–2024.","65",95,"California","Trombetta 2012 Gap's Crown Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","2012"
"120736","Red","US","A star even among a stellar group of 2012 releases from Elk Cove, this 20-year-old vineyard really delivers the goods. Time has tempered the herbal aromatics, giving this rich, ripe effort a subtle subtext of olive and sage. Black cherry, dark chocolate and a dusty, mocha finish with a hint of habanero pepper bring this wine together beautifully. Delicious already, it should continue to improve 2025–2030.","85",95,"Oregon","Elk Cove 2012 Roosevelt Pinot Noir (Willamette Valley)","Pinot Noir","2012"
"120737","Red","Italy","Smooth and velvety, this powerfully structured wine opens with earthy aromas of tilled soil, mature plum, game, leather and just a hint of barnyard. The ripe palate doles out layers juicy blackberry, black cherry, tobacco, nutmeg and ground black pepper alongside big, velvety tannins. Hold for complexity. Drink 2018–2035.","50",95,"Central Italy","Milziade Antano 2010  Montefalco Sagrantino","Sagrantino","2010"
"120738","Red","US","This vineyard was planted specifically for the No Girls project. The wine is fresh, fragrant and intensely floral, with a mix of rosewater and orange zest. Elegant, with a delicate, lacy texture, the flavors are savory and salty, braced with stiff, lightly peppery tannins. Notes of funk and mushroom come into play as it finishes gracefully and with unexpected length.","65",95,"Oregon","No Girls 2011 La Paciencia Vineyard Grenache (Walla Walla Valley (OR))","Grenache","2011"
"120739","Red","Italy","Blue flower, moist soil, leather, game, ripe dark berry and graphite are just some of the aromas of this powerfully structured, delicious wine. The palate delivers layers of juicy black cherry, blackberry, raspberry, white pepper and clove alongside youthfully assertive but ripe tannins. Drink 2017–2030.","60",95,"Central Italy","Cantina Fratelli Pardi 2010 Sacrantino  (Montefalco Sagrantino)","Sagrantino","2010"
"120740","Red","US","Evelyn's is the winery's reserve bottling. From first sniff to last sip it's a magical wine, conveying the richness and complexity that Biodynamic farming can convey. Cherries, cut tobacco, iron filings and dark chocolate flavors swirl together in a lush tapestry. The texture, tension and balance are superb, and time spent in 50% new French oak puts a wisp of smoke through the engaging finish.","68",95,"Oregon","Brick House 2012 Evelyn's Pinot Noir (Ribbon Ridge)","Pinot Noir","2012"
"120741","Red","US","A potpourri of exotic scents and flavors, this vineyard selection opens with scents of rose, raspberry, lavender and tea. The palate is generous and complex, mixing in nutmeg, chocolate, star anise and cola. Although it promises many years of life ahead, it's already too good to resist.","100",95,"Oregon","Ponzi 2012 Aurora Vineyard Pinot Noir (Willamette Valley)","Pinot Noir","2012"
"120742","Red","US","Brooding in dark cherry and earthy spice, this fully figured wine offers well-integrated oak. With a savory and powerful profile, it has a forceful grip on the palate accented by black tea, truffle and juicy vibrancy. From a mix of Dijon clones (37 and 777), some fermented whole-cluster, this is a structured, wine from a meticulously farmed coastal site.","115",95,"California","Wayfarer 2012 Mother Rock Pinot Noir (Fort Ross-Seaview)","Pinot Noir","2012"
"120743","Red","Italy","Aromas of black cherry marinated in spirits, leather, underbrush, licorice and black pepper unfold in the glass of this sleek, powerfully structured wine. The glossy palate doles out mature black plum, blackberry, clove, nutmeg, grilled herb and mocha while a licorice note closes the lingering finish. It's still young and tightly wound with an assertive, tannic backbone. Drink 2018–2030.","100",95,"Central Italy","Arnaldo Caprai 2010 25 Anni  (Montefalco Sagrantino)","Sagrantino","2010"
"120744","Red","US","Densely planted and labor intensive (it is actually tilled by Belgian draft horses), the vineyard's first releases have been eagerly anticipated, and do not disappoint. Floral highlights are stacked over a swirl of umami, with subtle power and airiness. Delicate and tense, it's packed with brambly berry flavors, minerally acids and fine-grained tannins.","110",95,"Oregon","Horsepower 2011 Sur Echalas Vineyard Grenache (Walla Walla Valley (OR))","Grenache","2011"
"120745","Red","US","From one of the few Napa Valley wineries to showcase Malbec, this wine is a testament to the virtues of that devotion. It offers rich, dreamy flavors of blueberry cobbler, blackberry and licorice, lifted acidity and plush, soft tannins, all gorgeously finished in spicy chocolate and vanilla.","55",95,"California","Hess Collection 2012 Small Block Series Malbec (Mount Veeder)","Malbec","2012"
"120746","Red","France","The 2010 Beaucastel is a tour de force, brilliantly combining espresso and black olive notes with bright raspberry fruit, while dark earthy notes provide a solid base. The feel on the palate is ample, with tannins that are a bit dusty but not tough or chewy. The long, mouthwatering finish bodes well for the future. Drink now–2030.","120",96,"Rhône Valley","Famille Perrin 2010 Château de Beaucastel Red (Châteauneuf-du-Pape)","Rhône-style Red Blend","2010"
"120747","Red","US","Intensely aromatic, this carries a wealth of layered flavors consistent with past vintages. Umami, sea salt, mineral and Provençal herbs comingle, with a rich component of raspberry, plum and cherry compôte. More layers appear through the finish, with orange liqueur and a whiff of tanned leather.","90",96,"Oregon","Cayuse 2011 Armada Vineyard God Only Knows Grenache (Walla Walla Valley (OR))","Grenache","2011"
"120748","White","US","This is the winery's top Chardonnay, kept in bottle an extra year prior to release. Even in a challenging vintage such as 2011 it's a huge wine with astonishing concentration and power. The fruit has coiled intensity—so potent that it seems ready to burst wide open. Ripe apple and peach, olive oil, toasted almonds and plenty of new oak flavors abound. It's a jaw-dropper, and may be drunk now through 2022.","125",96,"Oregon","Domaine Serene 2011 Récolte Grand Cru Chardonnay (Dundee Hills)","Chardonnay","2011"
"120749","Red","Italy","Rich and concentrated, this gorgeous, terroir-driven wine opens with aromas of crushed blue flower, graphite, plum and pipe tobacco. The powerful but weightless palate weaves together ripe black cherry, blackberry, clove, black pepper and mineral while velvety tannins offer support. Drink 2016–2035.","80",96,"Central Italy","Milziade Antano 2010 Colleallodole  (Montefalco Sagrantino)","Sagrantino","2010"
